Country,R0,Strategy,Social_distance,Deaths per week at trigger,total_pop,total_infected,total_deaths,total_hospital,peak_hospital_bed_demand,total_critical,peak_critical_bed_demand
Mauritius,3,"1.6 deaths per 100,000 per week trigger",0.75,20.348272,1271767,325976,2102,11072,4242,2782,962
Mayotte,3,"1.6 deaths per 100,000 per week trigger",0.75,4.365008,272813,75183,244,1502,572,324,112
Mexico,3,"1.6 deaths per 100,000 per week trigger",0.75,2062.924048,128932753,49765567,187758,1108957,491253,249163,100129
Micronesia (Fed. States of),3,"1.6 deaths per 100,000 per week trigger",0.75,1.840336,115021,32245,114,827,321,151,54
Mongolia,3,"1.6 deaths per 100,000 per week trigger",0.75,52.452672,3278292,911590,3555,25239,9742,4762,1683
Montenegro,3,"1.6 deaths per 100,000 per week trigger",0.75,10.048992,628062,138564,638,3886,1440,838,277
Morocco,3,"1.6 deaths per 100,000 per week trigger",0.75,590.568928,36910558,10337466,46280,301345,115969,61940,21722
Mozambique,3,"1.6 deaths per 100,000 per week trigger",0.75,500.08696,31255435,11654408,29794,200397,83860,39646,15407
Myanmar,3,"1.6 deaths per 100,000 per week trigger",0.75,870.556704,54409794,13282160,55193,375585,137153,72825,24079
Namibia,3,"1.6 deaths per 100,000 per week trigger",0.75,40.654656,2540916,934800,2801,18451,7656,3736,1442
Nepal,3,"1.6 deaths per 100,000 per week trigger",0.75,466.188928,29136808,8087491,33206,195807,74733,44005,15224
Netherlands,3,"1.6 deaths per 100,000 per week trigger",0.75,274.157968,17134873,4822256,28186,153919,63083,36820,13330
New Caledonia,3,"1.6 deaths per 100,000 per week trigger",0.75,4.567856,285491,73813,365,2318,861,480,162
New Zealand,3,"1.6 deaths per 100,000 per week trigger",0.75,77.155728,4822233,1504573,7540,43708,18047,9942,3687
Nicaragua,3,"1.6 deaths per 100,000 per week trigger",0.75,105.992864,6624554,2541675,7924,50030,21816,10694,4282
Niger,3,"1.6 deaths per 100,000 per week trigger",0.75,387.306176,24206636,9736065,23313,158619,68760,31259,12516
Nigeria,3,"1.6 deaths per 100,000 per week trigger",0.75,3298.233392,206139587,87600110,218632,1542718,674293,288977,115582
North Macedonia,3,"1.6 deaths per 100,000 per week trigger",0.75,33.33408,2083380,633931,2925,18484,7560,3837,1418
Norway,3,"1.6 deaths per 100,000 per week trigger",0.75,86.739872,5421242,1510276,7688,44934,17982,10259,3653
Oman,3,"1.6 deaths per 100,000 per week trigger",0.75,81.705952,5106622,1412685,4706,37427,14435,6239,2257
Pakistan,3,"1.6 deaths per 100,000 per week trigger",0.75,3534.277296,220892331,87105522,314407,1932753,819897,419187,163085
Panama,3,"1.6 deaths per 100,000 per week trigger",0.75,69.036288,4314768,1759545,7196,40520,18306,9535,3864
Papua New Guinea,3,"1.6 deaths per 100,000 per week trigger",0.75,143.152432,8947027,3072306,10103,73535,30874,13435,5216
Paraguay,3,"1.6 deaths per 100,000 per week trigger",0.75,114.12048,7132530,2098906,6665,40521,16375,8885,3245
Peru,3,"1.6 deaths per 100,000 per week trigger",0.75,527.549536,32971846,9560177,37133,216767,88846,49768,18502
Philippines,3,"1.6 deaths per 100,000 per week trigger",0.75,1753.29736,109581085,44116068,174749,1165647,506571,232263,92070
Poland,3,"1.6 deaths per 100,000 per week trigger",0.75,605.54568,37846605,11316780,67077,385822,160137,89055,33131
Portugal,3,"1.6 deaths per 100,000 per week trigger",0.75,163.147312,10196707,1846189,11241,60362,22227,14863,4859
Puerto Rico,3,"1.6 deaths per 100,000 per week trigger",0.75,45.77344,2860840,716435,5468,24767,10349,7274,2667
Qatar,3,"1.6 deaths per 100,000 per week trigger",0.75,46.09696,2881060,952384,2867,26130,10808,3807,1499
"Korea, Rep.",3,"1.6 deaths per 100,000 per week trigger",0.75,820.306928,51269183,12655406,64648,400012,157307,85863,30487
Moldova,3,"1.6 deaths per 100,000 per week trigger",0.75,64.543408,4033963,1333725,5796,38274,15891,7718,2928
Réunion,3,"1.6 deaths per 100,000 per week trigger",0.75,14.324928,895308,288127,1481,7820,3366,1967,750
Romania,3,"1.6 deaths per 100,000 per week trigger",0.75,307.802912,19237682,5141228,28083,160083,64085,36952,13208
Russian Federation,3,"1.6 deaths per 100,000 per week trigger",0.75,2334.95136,145934460,43066149,211955,1273264,515820,277334,100308
Rwanda,3,"1.6 deaths per 100,000 per week trigger",0.75,207.235344,12952209,4981005,13651,93194,39061,17936,6917
St. Lucia,3,"1.6 deaths per 100,000 per week trigger",0.75,2.938064,183629,63176,307,1702,753,406,160
St. Vincent and the Grenadines,3,"1.6 deaths per 100,000 per week trigger",0.75,1.775152,110947,44264,206,1143,519,276,112
Samoa,3,"1.6 deaths per 100,000 per week trigger",0.75,3.17456,198410,56163,211,1419,559,281,100
Sao Tome and Principe,3,"1.6 deaths per 100,000 per week trigger",0.75,3.506576,219161,70421,196,1301,519,261,96
Saudi Arabia,3,"1.6 deaths per 100,000 per week trigger",0.75,557.021872,34813867,10412730,39636,293921,114254,52456,19165
Senegal,3,"1.6 deaths per 100,000 per week trigger",0.75,267.90288,16743930,6983707,18625,124689,54139,24771,9865
Serbia,3,"1.6 deaths per 100,000 per week trigger",0.75,139.79792,8737370,2722900,14629,84750,35427,19445,7287
Seychelles,3,"1.6 deaths per 100,000 per week trigger",0.75,1.57344,98340,20906,107,610,218,142,46
Sierra Leone,3,"1.6 deaths per 100,000 per week trigger",0.75,127.63176,7976985,3534860,9281,63787,28233,12224,5011
Singapore,3,"1.6 deaths per 100,000 per week trigger",0.75,93.605488,5850343,1027101,9910,49767,16923,13209,4001
Slovakia,3,"1.6 deaths per 100,000 per week trigger",0.75,87.354288,5459643,1344414,6509,39972,15358,8559,2945
Slovenia,3,"1.6 deaths per 100,000 per week trigger",0.75,33.262912,2078932,570306,3349,18702,7607,4464,1622
Solomon Islands,3,"1.6 deaths per 100,000 per week trigger",0.75,10.990048,686878,242602,800,5583,2389,1052,411
Somalia,3,"1.6 deaths per 100,000 per week trigger",0.75,254.291504,15893219,5726111,14627,97410,40464,19490,7383
South Africa,3,"1.6 deaths per 100,000 per week trigger",0.75,948.93904,59308690,22629957,90469,613931,260261,119747,46365
South Sudan,3,"1.6 deaths per 100,000 per week trigger",0.75,179.099664,11193729,4922092,13802,90694,39857,18298,7310
Spain,3,"1.6 deaths per 100,000 per week trigger",0.75,748.076528,46754783,12582820,73562,410392,164857,97540,34706
Sri Lanka,3,"1.6 deaths per 100,000 per week trigger",0.75,342.612,21413250,4552508,25691,141159,50109,34366,11064
State of Palestine,3,"1.6 deaths per 100,000 per week trigger",0.75,81.622656,5101416,1613193,5030,36311,14984,6576,2490
Sudan,3,"1.6 deaths per 100,000 per week trigger",0.75,701.588304,43849269,16504567,48953,316627,132346,64581,24863
Suriname,3,"1.6 deaths per 100,000 per week trigger",0.75,9.386144,586634,210422,755,4585,1968,999,388
Sweden,3,"1.6 deaths per 100,000 per week trigger",0.75,161.58832,10099270,2578740,14518,79040,31355,19166,6792
Switzerland,3,"1.6 deaths per 100,000 per week trigger",0.75,138.473888,8654618,1859838,10111,58160,22150,13603,4592
Syrian Arab Republic,3,"1.6 deaths per 100,000 per week trigger",0.75,280.010512,17500657,4771873,17075,106850,40457,22562,7859
Tajikistan,3,"1.6 deaths per 100,000 per week trigger",0.75,152.602272,9537642,4314552,10643,81607,36226,14183,5823
Thailand,3,"1.6 deaths per 100,000 per week trigger",0.75,1116.799648,69799978,15777357,90286,552896,200500,121120,39245
Timor-Leste,3,"1.6 deaths per 100,000 per week trigger",0.75,21.095072,1318442,406722,1364,9453,3862,1823,683
Togo,3,"1.6 deaths per 100,000 per week trigger",0.75,132.459792,8278737,2976242,7758,54533,22429,10369,3987
Tonga,3,"1.6 deaths per 100,000 per week trigger",0.75,1.691152,105697,39901,157,1017,439,210,82
Trinidad and Tobago,3,"1.6 deaths per 100,000 per week trigger",0.75,22.391856,1399491,405172,1928,10845,4544,2549,972
Tunisia,3,"1.6 deaths per 100,000 per week trigger",0.75,189.097888,11818618,3001658,15612,87058,32726,20619,6892
Turkey,3,"1.6 deaths per 100,000 per week trigger",0.75,1349.425072,84339067,24774436,85866,594628,231456,115485,40479
Turkmenistan,3,"1.6 deaths per 100,000 per week trigger",0.75,96.498992,6031187,1973188,5635,41229,16402,7327,2718
Uganda,3,"1.6 deaths per 100,000 per week trigger",0.75,731.856,45741000,15324598,33823,242183,98691,44597,16711
Ukraine,3,"1.6 deaths per 100,000 per week trigger",0.75,699.740144,43733759,11824017,59515,358385,141122,78963,27959
United Arab Emirates,3,"1.6 deaths per 100,000 per week trigger",0.75,158.2464,9890400,3469776,9932,92733,38971,12988,5183
United Kingdom,3,"1.6 deaths per 100,000 per week trigger",0.75,1086.176064,67886004,19009388,120735,640236,254138,160995,56851
Tanzania,3,"1.6 deaths per 100,000 per week trigger",0.75,955.747408,59734213,31069326,75749,532710,248742,100798,43642
United States,3,"1.6 deaths per 100,000 per week trigger",0.75,5296.042352,331002647,82980824,474227,2605123,997609,627962,213248
United States Virgin Islands,3,"1.6 deaths per 100,000 per week trigger",0.75,1.670768,104423,24863,170,800,323,225,81
Uruguay,3,"1.6 deaths per 100,000 per week trigger",0.75,55.579632,3473727,742688,4098,20042,7826,5519,1903
Uzbekistan,3,"1.6 deaths per 100,000 per week trigger",0.75,535.507184,33469199,13805024,40299,300361,129338,53229,20813
Vanuatu,3,"1.6 deaths per 100,000 per week trigger",0.75,4.9144,307150,104326,346,2445,1029,458,178
Venezuela (Bolivarian Republic of),3,"1.6 deaths per 100,000 per week trigger",0.75,454.975088,28435943,10936165,40968,244006,107440,54533,21667
Vietnam,3,"1.6 deaths per 100,000 per week trigger",0.75,1557.417328,97338583,24722462,120476,762331,283435,157620,52796
Western Sahara,3,"1.6 deaths per 100,000 per week trigger",0.75,9.55728,597330,202349,625,4533,1818,826,306
Yemen,3,"1.6 deaths per 100,000 per week trigger",0.75,477.215488,29825968,10843028,28558,195614,80940,38103,14577
Zambia,3,"1.6 deaths per 100,000 per week trigger",0.75,294.143296,18383956,7825201,17377,125150,54947,23019,9356
Zimbabwe,3,"1.6 deaths per 100,000 per week trigger",0.75,237.806832,14862927,5670689,14960,100576,42104,19899,7677
